DATE,USD_INR,returns,log_returns,SMA_7,SMA_30,EMA_12,EMA_26,MACD,MACD_signal,RSI_14,volatility_30,price_vs_sma7,price_vs_sma30
1973-03-27,7.55,-0.003958,-0.003966,7.578571,7.567,7.580778,7.611906,-0.031127,-0.045861,60.11236,0.021983,0.99623,0.997753
1973-03-28,7.55,0.0,0.0,7.571429,7.551667,7.576043,7.60732,-0.031277,-0.042944,58.72093,0.021983,0.99717,0.999779
1973-03-29,7.58,0.003974,0.003966,7.571429,7.551667,7.576652,7.605296,-0.028644,-0.040084,51.034483,0.019566,1.001132,1.003752
1973-03-30,7.55,-0.003958,-0.003966,7.567143,7.550667,7.572552,7.6012,-0.028649,-0.037797,51.034483,0.019579,0.997735,0.999912
1973-04-02,7.58,0.003974,0.003966,7.567143,7.550667,7.573698,7.59963,-0.025932,-0.035424,52.027027,0.019594,1.001699,1.003885
1973-04-03,7.55,-0.003958,-0.003966,7.562857,7.549667,7.570052,7.595954,-0.025902,-0.03352,32.110092,0.019607,0.9983,1.000044
1973-04-04,7.55,0.0,0.0,7.558571,7.548667,7.566967,7.59255,-0.025583,-0.031932,52.238806,0.019607,0.998866,1.000177
1973-04-05,7.55,0.0,0.0,7.558571,7.547667,7.564357,7.589398,-0.025041,-0.030554,15.789474,0.019607,0.998866,1.000309
1973-04-06,7.55,0.0,0.0,7.558571,7.546667,7.562148,7.58648,-0.024332,-0.02931,35.294118,0.019607,0.998866,1.000442
1973-04-09,7.55,0.0,0.0,7.554286,7.546667,7.560279,7.583777,-0.023498,-0.028147,40.0,0.019594,0.999433,1.000442
1973-04-10,7.55,0.0,0.0,7.554286,7.547667,7.558698,7.581275,-0.022578,-0.027033,40.0,0.019579,0.999433,1.000309
1973-04-11,7.52,-0.003974,-0.003981,7.545714,7.547667,7.552744,7.576736,-0.023992,-0.026425,33.333333,0.019594,0.996592,0.996334
1973-04-12,7.5,-0.00266,-0.002663,7.538571,7.546,7.54463,7.571052,-0.026423,-0.026425,30.0,0.019585,0.994883,0.993904
1973-04-13,7.52,0.002667,0.002663,7.534286,7.545,7.54084,7.567271,-0.02643,-0.026426,36.363636,0.019592,0.998104,0.996687
1973-04-16,7.52,0.0,0.0,7.53,7.544,7.537634,7.563769,-0.026135,-0.026368,42.105263,0.019592,0.998672,0.996819
1973-04-17,7.55,0.003989,0.003981,7.53,7.550667,7.539537,7.562749,-0.023212,-0.025737,50.0,0.01894,1.002656,0.999912
1973-04-18,7.55,0.0,0.0,7.53,7.562667,7.541146,7.561805,-0.020658,-0.024721,42.105263,0.018442,1.002656,0.998325
1973-04-19,7.55,0.0,0.0,7.53,7.572667,7.542508,7.56093,-0.018422,-0.023461,50.0,0.0184,1.002656,0.997007
1973-04-20,7.55,0.0,0.0,7.534286,7.572667,7.543661,7.560121,-0.01646,-0.022061,38.461538,0.016845,1.002086,0.997007
1973-04-23,7.55,0.0,0.0,7.541429,7.573667,7.544636,7.559371,-0.014735,-0.020596,50.0,0.016829,1.001137,0.996875
1973-04-24,7.56,0.001325,0.001324,7.547143,7.575,7.547,7.559418,-0.012418,-0.01896,54.545455,0.01683,1.001704,0.99802
1973-04-25,7.55,-0.001323,-0.001324,7.551429,7.562,7.547461,7.55872,-0.011259,-0.01742,50.0,0.013363,0.999811,0.998413
1973-04-26,7.56,0.001325,0.001324,7.552857,7.563333,7.54939,7.558815,-0.009424,-0.015821,53.846154,0.008926,1.000946,0.999559
1973-04-27,7.58,0.002646,0.002642,7.557143,7.555667,7.5541,7.560384,-0.006284,-0.013913,60.0,0.005436,1.003025,1.003221
1973-04-30,7.53,-0.006596,-0.006618,7.554286,7.553333,7.550392,7.558133,-0.007741,-0.012679,45.0,0.002523,0.996785,0.996911
1973-05-01,7.54,0.001328,0.001327,7.552857,7.552,7.548793,7.55679,-0.007997,-0.011743,55.555556,0.002501,0.998298,0.998411
1973-05-02,7.52,-0.002653,-0.002656,7.548571,7.55,7.544363,7.554065,-0.009701,-0.011334,55.555556,0.002541,0.996215,0.996026
1973-05-03,7.55,0.003989,0.003981,7.547143,7.549,7.545231,7.553764,-0.008533,-0.010774,57.894737,0.002657,1.000379,1.000132
1973-05-04,7.55,0.0,0.0,7.547143,7.548,7.545964,7.553485,-0.007521,-0.010123,57.894737,0.002657,1.000379,1.000265
1973-05-07,7.55,0.0,0.0,7.545714,7.547,7.546585,7.553227,-0.006642,-0.009427,50.0,0.002657,1.000568,1.000398
1973-05-08,7.55,0.0,0.0,7.541429,7.547,7.547111,7.552988,-0.005877,-0.008717,50.0,0.002556,1.001137,1.000398
1973-05-09,7.52,-0.003974,-0.003981,7.54,7.546,7.54294,7.550544,-0.007605,-0.008495,42.105263,0.002658,0.997347,0.996554
1973-05-10,7.52,0.0,0.0,7.537143,7.544,7.539411,7.548282,-0.008871,-0.00857,42.105263,0.002543,0.997726,0.996819
1973-05-11,7.52,0.0,0.0,7.537143,7.543,7.536424,7.546187,-0.009763,-0.008808,42.105263,0.002445,0.997726,0.996951
1973-05-14,7.46,-0.007979,-0.008011,7.524286,7.539,7.524667,7.539803,-0.015136,-0.010074,29.166667,0.002716,0.991456,0.989521
1973-05-15,7.46,0.0,0.0,7.511429,7.536,7.514718,7.533891,-0.019173,-0.011894,30.434783,0.002638,0.993153,0.989915
1973-05-16,7.49,0.004021,0.004013,7.502857,7.534,7.510915,7.53064,-0.019725,-0.01346,36.0,0.002758,0.998286,0.99416
1973-05-17,7.52,0.004005,0.003997,7.498571,7.533,7.512313,7.529852,-0.017539,-0.014276,38.461538,0.002866,1.002858,0.998274
1973-05-18,7.52,0.0,0.0,7.498571,7.532,7.513496,7.529122,-0.015627,-0.014546,47.619048,0.002866,1.002858,0.998407
1973-05-21,7.52,0.0,0.0,7.498571,7.531,7.514496,7.528446,-0.01395,-0.014427,45.0,0.002866,1.002858,0.998539
1973-05-22,7.52,0.0,0.0,7.498571,7.53,7.515343,7.527821,-0.012478,-0.014037,50.0,0.002866,1.002858,0.998672
1973-05-23,7.52,0.0,0.0,7.507143,7.53,7.516059,7.527241,-0.011182,-0.013466,40.0,0.002772,1.001713,0.998672
1973-05-24,7.46,-0.007979,-0.008011,7.507143,7.528667,7.507435,7.522261,-0.014826,-0.013738,28.571429,0.003102,0.99372,0.990879
1973-05-25,7.41,-0.006702,-0.006725,7.495714,7.525,7.492445,7.513945,-0.0215,-0.01529,23.076923,0.003274,0.988565,0.984718
1973-05-28,7.41,0.0,0.0,7.48,7.521333,7.479761,7.506245,-0.026484,-0.017529,23.076923,0.003274,0.990642,0.985198
1973-05-29,7.4,-0.00135,-0.00135,7.462857,7.516333,7.46749,7.498375,-0.030885,-0.0202,25.0,0.003166,0.991577,0.984523
1973-05-30,7.35,-0.006757,-0.00678,7.438571,7.509667,7.449415,7.487385,-0.03797,-0.023754,20.689655,0.003353,0.988093,0.978739
1973-05-31,7.39,0.005442,0.005427,7.42,7.504333,7.440274,7.480171,-0.039897,-0.026983,30.30303,0.003544,0.995957,0.984764
1973-06-01,7.25,-0.018945,-0.019126,7.381429,7.494333,7.411001,7.463121,-0.05212,-0.03201,24.390244,0.004879,0.982195,0.967398
1973-06-04,7.22,-0.004138,-0.004147,7.347143,7.483333,7.381616,7.445112,-0.063496,-0.038307,22.727273,0.004899,0.982695,0.964811
1973-06-05,7.22,0.0,0.0,7.32,7.472,7.356752,7.428437,-0.071685,-0.044983,17.073171,0.004878,0.986339,0.966274
1973-06-06,7.27,0.006925,0.006901,7.3,7.462667,7.343406,7.416701,-0.073295,-0.050645,20.930233,0.005116,0.99589,0.974183
1973-06-07,7.25,-0.002751,-0.002755,7.278571,7.452333,7.329036,7.404353,-0.075317,-0.05558,20.0,0.005099,0.996075,0.97285
1973-06-08,7.3,0.006897,0.006873,7.271429,7.443,7.324569,7.396623,-0.072054,-0.058875,28.0,0.00527,1.003929,0.980787
1973-06-11,7.3,0.0,0.0,7.258571,7.435333,7.320789,7.389466,-0.068677,-0.060835,28.0,0.005176,1.005708,0.981799
1973-06-12,7.33,0.00411,0.004101,7.27,7.428333,7.322206,7.385061,-0.062855,-0.061239,32.075472,0.005244,1.008253,0.986762
1973-06-13,7.33,0.0,0.0,7.285714,7.422,7.323405,7.380982,-0.057577,-0.060507,36.170213,0.005236,1.006078,0.987604
1973-06-14,7.26,-0.00955,-0.009596,7.291429,7.412333,7.31365,7.372021,-0.05837,-0.060079,34.693878,0.005388,0.99569,0.979449
1973-06-15,7.3,0.00551,0.005495,7.295714,7.404,7.31155,7.366686,-0.055135,-0.059091,39.622642,0.005526,1.000587,0.985954
1973-06-18,7.25,-0.006849,-0.006873,7.295714,7.394,7.302081,7.358042,-0.055961,-0.058465,36.842105,0.005619,0.993734,0.980525
1973-06-19,7.25,0.0,0.0,7.288571,7.384,7.294069,7.350039,-0.055971,-0.057966,40.384615,0.005619,0.994708,0.981853
1973-06-20,7.25,0.0,0.0,7.281429,7.375,7.287289,7.342629,-0.05534,-0.057441,35.416667,0.005602,0.995684,0.983051
1973-06-21,7.25,0.0,0.0,7.27,7.366,7.281552,7.335768,-0.054216,-0.056796,50.0,0.005602,0.997249,0.984252
1973-06-22,7.3,0.006897,0.006873,7.265714,7.358667,7.28439,7.333118,-0.048728,-0.055182,61.111111,0.005791,1.004719,0.992028
1973-06-25,7.27,-0.00411,-0.004118,7.267143,7.352333,7.282176,7.328443,-0.046266,-0.053399,56.410256,0.005671,1.000393,0.988802
1973-06-26,7.27,0.0,0.0,7.262857,7.346,7.280303,7.324114,-0.043811,-0.051481,50.0,0.005671,1.000983,0.989654
1973-06-27,7.27,0.0,0.0,7.265714,7.338667,7.278718,7.320105,-0.041387,-0.049463,53.125,0.005599,1.00059,0.990643
1973-06-28,7.27,0.0,0.0,7.268571,7.330333,7.277377,7.316394,-0.039017,-0.047373,44.444444,0.005523,1.000197,0.991769
1973-06-29,7.3,0.004127,0.004118,7.275714,7.323,7.280857,7.315179,-0.034322,-0.044763,50.0,0.005602,1.003338,0.996859
1973-07-02,7.3,0.0,0.0,7.282857,7.315667,7.283802,7.314055,-0.030253,-0.041861,44.444444,0.005602,1.002354,0.997858
1973-07-03,7.27,-0.00411,-0.004118,7.278571,7.307333,7.281679,7.310792,-0.029113,-0.039311,40.0,0.005628,0.998822,0.994891
1973-07-04,7.27,0.0,0.0,7.278571,7.299,7.279882,7.30777,-0.027888,-0.037027,52.173913,0.005628,0.998822,0.996027
1973-07-05,7.27,0.0,0.0,7.278571,7.292667,7.278362,7.304972,-0.02661,-0.034943,42.105263,0.005478,0.998822,0.996892
1973-07-06,7.3,0.004127,0.004118,7.282857,7.289,7.281691,7.304604,-0.022913,-0.032537,64.705882,0.005435,1.002354,1.001509
1973-07-09,7.3,0.0,0.0,7.287143,7.285333,7.284508,7.304263,-0.019755,-0.029981,64.705882,0.005435,1.001764,1.002013
1973-07-10,7.3,0.0,0.0,7.287143,7.282,7.286891,7.303947,-0.017056,-0.027396,64.705882,0.005433,1.001764,1.002472
1973-07-11,7.3,0.0,0.0,7.287143,7.280333,7.288908,7.303655,-0.014747,-0.024866,64.705882,0.0053,1.001764,1.002701
1973-07-12,7.25,-0.006849,-0.006873,7.284286,7.275667,7.282922,7.29968,-0.016758,-0.023245,35.294118,0.005324,0.995293,0.996472
1973-07-13,7.3,0.006897,0.006873,7.288571,7.277333,7.285549,7.299704,-0.014155,-0.021427,57.894737,0.00421,1.001568,1.003115
1973-07-16,7.3,0.0,0.0,7.292857,7.28,7.287773,7.299726,-0.011953,-0.019532,57.894737,0.004128,1.000979,1.002747
1973-07-17,7.27,-0.00411,-0.004118,7.288571,7.281667,7.285038,7.297524,-0.012486,-0.018123,50.0,0.004209,0.997452,0.998398
1973-07-18,7.27,0.0,0.0,7.284286,7.281667,7.282725,7.295485,-0.01276,-0.01705,50.0,0.004016,0.998039,0.998398
1973-07-19,7.27,0.0,0.0,7.28,7.282333,7.280767,7.293597,-0.01283,-0.016206,42.105263,0.003982,0.998626,0.998306
1973-07-20,7.41,0.019257,0.019074,7.295714,7.286,7.300649,7.30222,-0.001571,-0.013279,66.666667,0.00515,1.015665,1.017019
1973-07-23,7.41,0.0,0.0,7.318571,7.289667,7.317472,7.310204,0.007269,-0.00917,73.333333,0.00515,1.012493,1.016507
1973-07-24,7.46,0.006748,0.006725,7.341429,7.294,7.3394,7.3213,0.0181,-0.003716,77.142857,0.005235,1.016151,1.022758
1973-07-25,7.46,0.0,0.0,7.364286,7.298333,7.357954,7.331574,0.02638,0.002303,77.142857,0.005235,1.012997,1.022151
1973-07-26,7.46,0.0,0.0,7.391429,7.305,7.373653,7.341087,0.032566,0.008356,75.0,0.004872,1.009277,1.021218
1973-07-27,7.49,0.004021,0.004013,7.422857,7.311333,7.391553,7.352117,0.039435,0.014572,77.142857,0.004831,1.009045,1.024437
1973-07-30,7.49,0.0,0.0,7.454286,7.319333,7.406698,7.362331,0.044367,0.020531,77.142857,0.00461,1.004791,1.023317
1973-07-31,7.49,0.0,0.0,7.465714,7.327333,7.419514,7.371788,0.047726,0.02597,77.142857,0.00461,1.003253,1.0222
1973-08-01,7.49,0.0,0.0,7.477143,7.335333,7.430358,7.380544,0.049814,0.030739,90.0,0.00461,1.00172,1.021085
1973-08-02,7.49,0.0,0.0,7.481429,7.343333,7.439534,7.388652,0.050882,0.034767,88.0,0.00461,1.001146,1.019973
1973-08-03,7.49,0.0,0.0,7.485714,7.349667,7.447298,7.396159,0.051138,0.038041,88.0,0.004481,1.000573,1.019094
1973-08-06,7.52,0.004005,0.003997,7.494286,7.358,7.458483,7.405333,0.05315,0.041063,100.0,0.004415,1.003431,1.022017
1973-08-07,7.52,0.0,0.0,7.498571,7.366333,7.467947,7.413827,0.05412,0.043675,100.0,0.004415,1.002858,1.020861
1973-08-08,7.46,-0.007979,-0.008011,7.494286,7.372667,7.466724,7.417247,0.049477,0.044835,80.645161,0.004718,0.995425,1.011846
1973-08-09,7.49,0.004021,0.004013,7.494286,7.38,7.470305,7.422636,0.047669,0.045402,70.0,0.004749,0.999428,1.014905
1973-08-10,7.49,0.0,0.0,7.494286,7.386333,7.473335,7.427626,0.045709,0.045463,70.0,0.004715,0.999428,1.014035
1973-08-13,7.62,0.017356,0.017208,7.512857,7.397,7.495899,7.441876,0.054023,0.047175,78.571429,0.005576,1.014261,1.030147
1973-08-14,7.58,-0.005249,-0.005263,7.525714,7.407333,7.508838,7.452107,0.05673,0.049086,68.75,0.005619,1.007213,1.02331
1973-08-15,7.6,0.002639,0.002635,7.537143,7.418333,7.522863,7.463062,0.0598,0.051229,70.588235,0.005617,1.00834,1.024489
1973-08-16,7.58,-0.002632,-0.002635,7.545714,7.428667,7.531653,7.471724,0.059929,0.052969,63.636364,0.005661,1.004544,1.020372
1973-08-17,7.66,0.010554,0.010499,7.574286,7.440667,7.551399,7.485671,0.065728,0.055521,70.731707,0.005883,1.011316,1.029478
1973-08-20,7.66,0.0,0.0,7.598571,7.452667,7.568107,7.498584,0.069523,0.058321,70.731707,0.005883,1.008084,1.02782
1973-08-21,7.66,0.0,0.0,7.622857,7.464667,7.582244,7.510541,0.071703,0.060998,70.731707,0.005883,1.004873,1.026168
1973-08-22,7.6,-0.007833,-0.007864,7.62,7.474667,7.584976,7.517167,0.067808,0.06236,61.702128,0.006127,0.997375,1.016768
1973-08-23,7.6,0.0,0.0,7.622857,7.486333,7.587287,7.523303,0.063984,0.062685,61.702128,0.005934,0.997001,1.015183
1973-08-24,7.6,0.0,0.0,7.622857,7.496333,7.589243,7.528984,0.060259,0.062199,59.090909,0.005855,0.997001,1.013829
1973-08-27,7.58,-0.002632,-0.002635,7.622857,7.505667,7.587821,7.532763,0.055058,0.060771,56.521739,0.005895,0.994378,1.009904
1973-08-28,7.58,0.0,0.0,7.611429,7.516,7.586618,7.536262,0.050355,0.058688,65.0,0.005813,0.995871,1.008515
1973-08-29,7.55,-0.003958,-0.003966,7.595714,7.525333,7.580984,7.53728,0.043704,0.055691,57.5,0.00589,0.993982,1.003278
1973-08-30,7.58,0.003974,0.003966,7.584286,7.535667,7.580833,7.540444,0.040388,0.052631,60.465116,0.005906,0.999435,1.005883
1973-08-31,7.58,0.0,0.0,7.581429,7.541333,7.580705,7.543374,0.03733,0.049571,43.333333,0.004873,0.999812,1.005127
1973-09-03,7.58,0.0,0.0,7.578571,7.547,7.580596,7.546087,0.034509,0.046558,50.0,0.004873,1.000189,1.004373
1973-09-04,7.58,0.0,0.0,7.575714,7.551,7.580505,7.548599,0.031905,0.043628,45.833333,0.004742,1.000566,1.003841
1973-09-05,7.55,-0.003958,-0.003966,7.571429,7.554,7.575812,7.548703,0.027108,0.040324,44.0,0.004812,0.99717,0.99947
1973-09-06,7.58,0.003974,0.003966,7.571429,7.558,7.576456,7.551021,0.025434,0.037346,30.0,0.004855,1.001132,1.002911
1973-09-07,7.58,0.0,0.0,7.575714,7.561,7.577001,7.553168,0.023833,0.034643,30.0,0.004811,1.000566,1.002513
1973-09-10,7.6,0.002639,0.002635,7.578571,7.564667,7.580539,7.556637,0.023902,0.032495,36.363636,0.004827,1.002828,1.004671
1973-09-11,7.6,0.0,0.0,7.581429,7.568333,7.583533,7.559849,0.023684,0.030733,50.0,0.004827,1.00245,1.004184
1973-09-12,7.75,0.019737,0.019545,7.605714,7.577,7.609144,7.573934,0.035209,0.031628,74.193548,0.005948,1.018971,1.022832
1973-09-13,7.78,0.003871,0.003863,7.634286,7.586667,7.635429,7.589199,0.046231,0.034549,76.470588,0.005964,1.019087,1.025483
1973-09-14,7.78,0.0,0.0,7.667143,7.596333,7.657671,7.603332,0.054339,0.038507,81.25,0.005964,1.01472,1.024178
1973-09-17,7.75,-0.003856,-0.003863,7.691429,7.604,7.671875,7.614196,0.057679,0.042341,74.285714,0.006013,1.007615,1.0192
1973-09-18,7.78,0.003871,0.003863,7.72,7.612667,7.68851,7.626478,0.062032,0.046279,82.857143,0.006032,1.007772,1.021981
1973-09-19,7.75,-0.003856,-0.003863,7.741429,7.622333,7.69797,7.635628,0.062342,0.049492,74.285714,0.00586,1.001107,1.016749
1973-09-20,7.75,0.0,0.0,7.762857,7.631,7.705975,7.6441,0.061875,0.051968,74.285714,0.005841,0.998344,1.015594
1973-09-21,7.75,0.0,0.0,7.762857,7.639667,7.712748,7.651944,0.060803,0.053735,74.285714,0.005841,0.998344,1.014442
1973-09-24,7.72,-0.003871,-0.003878,7.754286,7.643,7.713863,7.656985,0.056878,0.054364,68.421053,0.005057,0.995578,1.010075
1973-09-25,7.75,0.003886,0.003878,7.75,7.648667,7.719423,7.663875,0.055548,0.054601,76.315789,0.004976,1.0,1.013248
1973-09-26,7.75,0.0,0.0,7.75,7.653667,7.724127,7.670255,0.053872,0.054455,74.285714,0.004965,1.0,1.012587
1973-09-27,7.75,0.0,0.0,7.745714,7.659333,7.728108,7.676162,0.051945,0.053953,74.285714,0.004928,1.000553,1.011837
1973-09-28,7.75,0.0,0.0,7.745714,7.662333,7.731476,7.681632,0.049844,0.053131,72.727273,0.004571,1.000553,1.011441
1973-10-01,7.72,-0.003871,-0.003878,7.741429,7.664333,7.72971,7.684474,0.045237,0.051552,66.666667,0.004637,0.997232,1.007263
1973-10-02,7.78,0.007772,0.007742,7.745714,7.668333,7.737447,7.69155,0.045897,0.050421,55.555556,0.004833,1.004426,1.014562
1973-10-03,7.78,0.0,0.0,7.754286,7.674333,7.743994,7.698102,0.045892,0.049515,50.0,0.004569,1.003316,1.013769
1973-10-04,7.78,0.0,0.0,7.758571,7.680333,7.749533,7.704168,0.045365,0.048685,50.0,0.004569,1.002762,1.012977
1973-10-05,7.78,0.0,0.0,7.762857,7.686333,7.75422,7.709785,0.044435,0.047835,57.142857,0.004569,1.002208,1.012186
1973-10-08,7.78,0.0,0.0,7.767143,7.693,7.758186,7.714986,0.0432,0.046908,50.0,0.004526,1.001655,1.011309
1973-10-09,7.78,0.0,0.0,7.771429,7.699667,7.761542,7.719802,0.04174,0.045875,60.0,0.004526,1.001103,1.010433
1973-10-10,7.75,-0.003856,-0.003863,7.775714,7.706333,7.759767,7.722039,0.037728,0.044245,50.0,0.004522,0.996693,1.005666
1973-10-11,7.75,0.0,0.0,7.771429,7.712,7.758264,7.72411,0.034154,0.042227,50.0,0.004486,0.997243,1.004927
1973-10-12,7.75,0.0,0.0,7.767143,7.717667,7.756993,7.726028,0.030965,0.039974,60.0,0.004486,0.997793,1.00419
1973-10-15,7.78,0.003871,0.003863,7.767143,7.724333,7.760532,7.730026,0.030506,0.038081,60.0,0.00452,1.001655,1.007207
1973-10-16,7.72,-0.007712,-0.007742,7.758571,7.729,7.754297,7.729283,0.025013,0.035467,42.857143,0.004784,0.995029,0.998836
1973-10-17,7.69,-0.003886,-0.003894,7.745714,7.733667,7.744405,7.726373,0.018031,0.03198,37.5,0.004782,0.992807,0.994354
1973-10-18,7.69,0.0,0.0,7.732857,7.737333,7.736035,7.723679,0.012356,0.028055,37.5,0.004741,0.994458,0.993882
1973-10-19,7.69,0.0,0.0,7.724286,7.741,7.728953,7.721184,0.007768,0.023998,42.857143,0.004741,0.995561,0.993412
1973-10-22,7.69,0.0,0.0,7.715714,7.744,7.72296,7.718874,0.004085,0.020015,20.0,0.004724,0.996667,0.993027
1973-10-23,7.69,0.0,0.0,7.707143,7.747,7.717889,7.716736,0.001154,0.016243,20.0,0.004724,0.997776,0.992642
1973-10-24,7.69,0.0,0.0,7.694286,7.745,7.713598,7.714755,-0.001157,0.012763,20.0,0.003038,0.999443,0.992899
1973-10-25,7.69,0.0,0.0,7.69,7.742,7.709968,7.712921,-0.002953,0.00962,20.0,0.002938,1.0,0.993283
1973-10-26,7.69,0.0,0.0,7.69,7.739,7.706896,7.711224,-0.004328,0.00683,20.0,0.002938,1.0,0.993668
1973-10-29,7.69,0.0,0.0,7.69,7.737,7.704297,7.709651,-0.005355,0.004393,20.0,0.002864,1.0,0.993925
1973-10-30,7.69,0.0,0.0,7.69,7.734,7.702097,7.708196,-0.006099,0.002295,25.0,0.002757,1.0,0.994311
1973-10-31,7.69,0.0,0.0,7.69,7.732,7.700236,7.706848,-0.006612,0.000514,25.0,0.002678,1.0,0.994568
1973-11-01,7.68,-0.0013,-0.001301,7.688571,7.729667,7.697123,7.704859,-0.007736,-0.001136,23.076923,0.002684,0.998885,0.993575
1973-11-02,7.68,0.0,0.0,7.687143,7.727333,7.694488,7.703018,-0.008529,-0.002615,0.0,0.002684,0.999071,0.993875
1973-11-05,7.7,0.002604,0.002601,7.688571,7.726667,7.695336,7.702794,-0.007458,-0.003584,33.333333,0.002647,1.001486,0.996549
1973-11-06,7.7,0.0,0.0,7.69,7.725,7.696054,7.702587,-0.006533,-0.004174,66.666667,0.002539,1.0013,0.996764
1973-11-07,7.76,0.007792,0.007762,7.7,7.725333,7.705892,7.70684,-0.000948,-0.003528,88.888889,0.002928,1.007792,1.004487
1973-11-08,7.76,0.0,0.0,7.71,7.725667,7.714216,7.710778,0.003438,-0.002135,88.888889,0.002928,1.006485,1.004444
1973-11-09,7.78,0.002577,0.002574,7.722857,7.726667,7.724337,7.715905,0.008431,-2.2e-05,90.909091,0.002964,1.007399,1.006903
1973-11-12,7.69,-0.011568,-0.011636,7.724286,7.725667,7.719054,7.713986,0.005068,0.000996,50.0,0.003596,0.995561,0.995383
1973-11-13,7.69,0.0,0.0,7.725714,7.722667,7.714584,7.71221,0.002375,0.001272,50.0,0.003276,0.995377,0.99577
1973-11-14,7.69,0.0,0.0,7.724286,7.719667,7.710802,7.710565,0.000238,0.001065,50.0,0.003276,0.995561,0.996157
1973-11-15,7.69,0.0,0.0,7.722857,7.716667,7.707602,7.709041,-0.001439,0.000564,50.0,0.003276,0.995745,0.996544
1973-11-16,7.86,0.022107,0.021866,7.737143,7.719333,7.731048,7.720223,0.010824,0.002616,72.972973,0.00522,1.015879,1.018223
1973-11-19,7.86,0.0,0.0,7.751429,7.722,7.750886,7.730577,0.020309,0.006155,72.972973,0.00522,1.014007,1.017871
1973-11-20,7.83,-0.003817,-0.003824,7.758571,7.723667,7.763058,7.737942,0.025116,0.009947,67.5,0.005275,1.009206,1.013767
1973-11-21,7.83,0.0,0.0,7.778571,7.726333,7.773357,7.744761,0.028596,0.013677,69.230769,0.005219,1.006612,1.013417
1973-11-22,7.83,0.0,0.0,7.798571,7.729,7.782071,7.751075,0.030996,0.017141,69.230769,0.005219,1.00403,1.013068
1973-11-23,8.0,0.021711,0.021479,7.842857,7.737333,7.815598,7.769514,0.046085,0.022929,77.777778,0.006489,1.020036,1.033948
1973-11-26,8.0,0.0,0.0,7.887143,7.744667,7.843968,7.786587,0.057381,0.02982,77.777778,0.00647,1.014309,1.032969
1973-11-27,8.0,0.0,0.0,7.907143,7.754,7.867973,7.802395,0.065578,0.036971,75.0,0.006263,1.011743,1.031726
1973-11-28,8.06,0.0075,0.007472,7.935714,7.766333,7.897516,7.821477,0.076038,0.044785,77.777778,0.006289,1.015662,1.037813
1973-11-29,8.06,0.0,0.0,7.968571,7.778667,7.922513,7.839145,0.083368,0.052501,76.923077,0.006289,1.011474,1.036167
1973-11-30,8.06,0.0,0.0,8.001429,7.791,7.943665,7.855505,0.08816,0.059633,93.023256,0.006289,1.00732,1.034527
1973-12-03,8.03,-0.003722,-0.003729,8.03,7.802333,7.956947,7.868431,0.088517,0.06541,86.956522,0.006358,1.0,1.029179
1973-12-04,8.03,0.0,0.0,8.034286,7.813667,7.968186,7.880399,0.087787,0.069885,86.956522,0.006358,0.999467,1.027687
1973-12-05,8.03,0.0,0.0,8.038571,7.825,7.977696,7.89148,0.086216,0.073151,86.956522,0.006358,0.998934,1.026198
1973-12-06,8.06,0.003736,0.003729,8.047143,7.837333,7.990358,7.903963,0.086395,0.0758,81.25,0.006365,1.001598,1.028411
1973-12-07,8.06,0.0,0.0,8.047143,7.849667,8.001072,7.915522,0.085551,0.07775,81.25,0.006365,1.001598,1.026795
1973-12-10,8.06,0.0,0.0,8.047143,7.862,8.010138,7.926224,0.083914,0.078983,89.655172,0.006365,1.001598,1.025184
1973-12-11,8.06,0.0,0.0,8.047143,7.874333,8.017809,7.936133,0.081676,0.079522,89.655172,0.006365,1.001598,1.023579
1973-12-12,8.13,0.008685,0.008647,8.061429,7.889,8.035069,7.950494,0.084576,0.080532,91.666667,0.006486,1.008506,1.030549
1973-12-13,8.13,0.0,0.0,8.075714,7.904,8.049674,7.96379,0.085884,0.081603,84.210526,0.006469,1.006722,1.028593
1973-12-14,8.13,0.0,0.0,8.09,7.919,8.062032,7.976102,0.08593,0.082468,84.210526,0.006469,1.004944,1.026645
1973-12-17,8.2,0.00861,0.008573,8.11,7.935667,8.083258,7.992687,0.090571,0.084089,88.461538,0.006582,1.011097,1.03331
1973-12-18,8.2,0.0,0.0,8.13,7.952333,8.101218,8.008044,0.093174,0.085906,85.0,0.006582,1.00861,1.031144
1973-12-19,8.12,-0.009756,-0.009804,8.138571,7.964333,8.104108,8.016337,0.087771,0.086279,60.714286,0.006837,0.997718,1.019545
1973-12-20,8.12,0.0,0.0,8.147143,7.976333,8.106553,8.024015,0.082537,0.08553,60.714286,0.006837,0.996668,1.018012
1973-12-21,8.12,0.0,0.0,8.145714,7.987667,8.108621,8.031125,0.077496,0.083924,68.0,0.006839,0.996843,1.016567
1973-12-24,8.12,0.0,0.0,8.144286,8.002,8.110372,8.037709,0.072663,0.081671,68.0,0.006388,0.997018,1.014746
1973-12-25,8.12,0.0,0.0,8.142857,8.016333,8.111853,8.043804,0.068049,0.078947,68.0,0.006388,0.997193,1.012932
1973-12-26,8.12,0.0,0.0,8.131429,8.030667,8.113107,8.049449,0.063658,0.075889,63.636364,0.006388,0.998595,1.011124
